School_ID;Name;Places_19_20;Reg_19_20;Reg_ESB_19_20;Aufnahme_19_20;Ablehnung_19_20;Places_20_21;Reg_20_21;Reg_ESB_20_21;Aufnahme_20_21;Ablehnung_20_21;HIN_Wechselwunsch_Total_19_20;HIN_Wechselwunsch_In_Bezirk_19_20;HIN_Wechselwunsch_Aus_a_Bezirk_19_20;AUS_Wechselwunsch_Total_19_20;AUS_Wechselwunsch_In_Bezirk_19_20;AUS_Wechselwunsch_Aus_a_Bezirk_19_20;HIN_Wechselwunsch_Total_20_21;HIN_Wechselwunsch_In_Bezirk_20_21;HIN_Wechselwunsch_Aus_a_Bezirk_20_21;HIN_Wechselwunsch_Aufnahme_20_21;HIN_Wechselwunsch_Ablehung_20_21;AUS_Wechselwunsch_Total_20_21;AUS_Wechselwunsch_In_Bezirk_20_21;AUS_Wechselwunsch_Aus_a_Bezirk_20_21;AUS_Wechselwunsch_Aufnahme_20_21;AUS_Wechselwunsch_Ablehung_20_21;acceptance_ratio_19_20;acceptance_ratio_20_21;exit_rate_19_20;exit_rate_20_21;inbound_rate_19_20;inbound_rate_20_21;Wechselwunsch_balance_19_20;Wechselwunsch_balance_20_21;ESB_capacity_balance_2019_20;ESB_capacity_balance_2020_21;X;Y;FID;GmlID;SCHULNAME;SCHULART;TRAEGER;ZWEIG_01;ZWEIG_02;ZWEIG_03;ZWEIG_04;BEZIRK;ORTSTEIL;F_PLZ;ADRESSE;TELEFON;F_FAX;F_EMAIL;INTERNET;LEITUNG;lon;lat
03G18;Picasso-Grundschule;115;125;115;115;;106;107;93;93;;44;41;3;25;10;15;35;33;2;;;15;14;1;;;92;99;22;14;38;33;17;19;0;22;14.985686001;68.99750701;459;s_schulen.03G18;Picasso-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Weißensee;13088;Gounodstr. 71;9606660;96066621;"<a href=""""mailto:picasso-schule@t-online.de"""">picasso-schule@t-online.de</a>";"<A HREF=""""http://www.picasso-grundschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Michael Verworn;13.4620830939781;52.5471665764912
03G20;Grundschule im Moselviertel;78;83;70;70;;78;64;56;56;;12;7;5;29;16;13;9;6;3;;;39;30;9;;;94;122;37;50;15;12;-22;-38;8;22;15.002461669;69.018953802;225;s_schulen.03G20;Grundschule im Moselviertel;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Weißensee;13088;Brodenbacher Weg 31;9250976;92375652;"<a href=""""mailto:grundschule-im-moselviertel@gmx.de"""">grundschule-im-moselviertel@gmx.de</a>";"<A HREF=""""http://www.moselschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Frank Neumann;13.4773892328178;52.559360076093
03G21;Grundschule unter den Bäumen;78;78;78;78;;78;84;84;84;;9;8;1;5;2;3;12;11;1;;;4;3;1;;;100;93;6;5;12;15;5;10;0;-6;14.97742964;69.079086413;231;s_schulen.03G21;Grundschule unter den Bäumen;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Blankenburg;13129;Alt-Blankenburg 26;4743325;47487607;"<a href=""""mailto:gudbaeumen@t-online.de"""">gudbaeumen@t-online.de</a>";"<A HREF=""""http://www.gudbaeumen.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Bernd Woitinek;13.455519320858;52.5914604376931
03G22;Grundschule am Wasserturm;104;119;100;100;;104;93;82;82;;12;11;1;35;19;16;4;3;1;;;31;29;2;;;87;112;34;30;12;4;-22;-26;4;22;14.957795716;69.030068227;204;s_schulen.03G22;Grundschule am Wasserturm;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Heinersdorf;13089;Berliner Str. 66;4720176;47033360;"<a href=""""mailto:gsamwasserturm@freenet.de"""">gsamwasserturm@freenet.de</a>";"<A HREF=""""http://www.gsamwasserturm.de"""" TARGET=""""Schulen"""">zur Website</a>";Marina Vogel;13.4127241677509;52.554737190019
03G23;Grundschule Alt-Karow;78;77;76;76;;78;78;57;57;;27;25;2;5;2;3;28;28;;;;10;10;;;;101;100;6;13;35;36;28;23;2;21;15.005489982;69.111065316;172;s_schulen.03G23;Grundschule Alt-Karow;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Karow;13125;Bahnhofstr. 32;94794970;94794975;"<a href=""""mailto:grundschule-alt-karow@gmx.de"""">grundschule-alt-karow@gmx.de</a>";"<A HREF=""""http://www.grundschule-alt-karow.de"""" TARGET=""""Schulen"""">zur Website</a>";Martina Neunübel;13.4791720233444;52.6104964608939
03G24;Panketal-Grundschule;122;122;109;109;;118;106;93;93;;24;23;1;38;30;8;26;26;;;;34;33;1;;;100;111;31;29;20;22;-11;-7;13;29;15.012823408;69.131676493;226;s_schulen.03G24;Grundschule im Panketal;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Karow;13125;Achillesstr. 31;94794920;9479492231;"<a href=""""mailto:Grundschule-im-Panketal.cids@t-online.de"""">Grundschule-im-Panketal.cids@t-online.de</a>";"<A HREF=""""http://www.grundschuleimpanketal.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Klaus-Dieter Fritzenwanker;13.4879037300307;52.6198253340933
03G25;Carl-Human-Grundschule;116;110;106;106;;102;99;88;88;;28;27;1;28;15;13;22;21;1;;;61;54;7;;;105;103;24;60;24;22;0;-38;10;28;14.940858826;69.003444252;68;s_schulen.03G25;Carl-Humann-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Prenzlauer Berg;10439;Scherenbergstr. 7;4441580;44719045;"<a href=""""mailto:humann-grundschule@gmx.de"""">humann-grundschule@gmx.de</a>";"<A HREF=""""http://www.humann-grundschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Frank Neumann;13.4216495816405;52.5530077906513
03G26;Arnold-Zweig-Grundschule;118;129;114;114;;120;105;87;87;;22;15;7;40;17;23;17;6;11;;;22;19;3;;;91;114;34;18;19;14;-15;-4;4;31;14.916782375;69.035838149;31;s_schulen.03G26;Arnold-Zweig-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13187;Wollankstr. 131;49790970;49790979;"<a href=""""mailto:arnold-zweig-grundschule@t-online.de"""">arnold-zweig-grundschule@t-online.de</a>";"<A HREF=""""http://www.arnold-zweig-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Birgit Leutloff;13.4004299992078;52.5674775422783
03G27;Elizabeth-Shaw-Grundschule;104;113;104;104;;78;78;73;65;8;32;29;3;38;22;16;27;21;6;;;30;27;3;;;92;100;37;38;31;35;-6;-4;0;31;14.928339996;69.034881288;110;s_schulen.03G27;Elizabeth-Shaw-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13187;Grunowstr. 17;49301190;49301199;"<a href=""""mailto:info@shaw-grundschule.de"""">info@shaw-grundschule.de</a>";"<A HREF=""""http://www.elizabeth-shaw-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Petra Herre;13.4090898203533;52.5672051025227
03G28;Grundschule im Hasengrund;104;102;94;94;;104;89;79;10;;18;18;"";23;14;9;4;4;;;;27;23;4;;;102;117;22;26;17;4;-5;-22;10;25;14.928832967;69.075981372;224;s_schulen.03G28;Grundschule im Hasengrund;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Niederschönhausen;13156;Charlottenstr. 19;47402940;47402941;"<a href=""""mailto:grundschule.im.hasengrund@t-online.de"""">grundschule.im.hasengrund@t-online.de</a>";"<A HREF=""""http://www.berliner-hasengrundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Markus Stang;13.4125756207496;52.5896768505262
03G29;Grundschule Am Sandhaus;78;96;76;76;;78;67;61;61;;12;12;"";75;27;48;14;14;;;;58;54;4;;;81;116;96;74;15;18;-81;-56;2;17;15.018515093;69.161791723;196;s_schulen.03G29;Grundschule Am Sandhaus;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Buch;13125;Wiltbergstr. 37-39;9490046;9490036;"<a href=""""mailto:sandhaus.cids@t-online.de"""">sandhaus.cids@t-online.de</a>";"<A HREF=""""http://www.sandhaus-schule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Andreas W. Grimm;13.4905349652204;52.6389110700345
03G32;Grundschule an den Buchen;77;76;75;75;;75;75;65;65;;34;31;3;28;9;19;36;36;;;;19;12;7;;;101;100;36;25;44;48;8;23;2;12;14.911146933;69.056096321;210;s_schulen.03G32;Grundschule an den Buchen;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Niederschönhausen;13156;Wilhelm-Wolff-Str. 19;91699460;91699461;"<a href=""""mailto:gsbuchen@gmx.de"""">gsbuchen@gmx.de</a>";"<A HREF=""""http://www.gs-buchen.de"""" TARGET=""""Schulen"""">zur Website</a>";Sabine Pohlenz;13.3959745337705;52.5808816427092
03G33;Jeanne-Barez-Grundschule;126;129;126;126;;128;128;122;122;;23;23;"";16;9;7;24;23;1;;;19;16;3;;;98;100;13;15;18;19;6;4;0;4;14.954704028;69.1011243;308;s_schulen.03G33;Jeanne-Barez-Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Französisch Buchholz;13127;Hauptstr. 66;47498931;47498938;"<a href=""""mailto:sekretariat@jeaba.de"""">sekretariat@jeaba.de</a>";"<A HREF=""""http://www.jeanne-barez-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Thomas Emrich;13.4332116322914;52.6021926069475
03G34;Mendel-Grundschule;105;106;104;104;;123;107;68;68;;24;22;2;22;10;12;32;30;2;;;18;17;1;;;99;115;21;15;23;26;2;11;1;37;14.934253936;69.045446023;403;s_schulen.03G34;Mendel-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13187;Stiftsweg 3;47607910;47607911;"<a href=""""mailto:mendel-schule@t-online.de"""">mendel-schule@t-online.de</a>";"<A HREF=""""http://www.mendel-grundschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Petra Burkert;13.4138609975466;52.5753411807224
03G35;Platanen-Grundschule;30;26;21;21;;26;23;15;15;;10;10;"";18;13;5;7;6;1;;;9;9;;;;115;113;60;35;33;27;-27;-8;9;15;14.904930877;69.126766172;460;s_schulen.03G35;Platanengrundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Blankenfelde;13159;Hauptstr. 20;9131120;47411973;"<a href=""""mailto:platanengrundschule@gmx.de"""">platanengrundschule@gmx.de</a>";"<A HREF=""""http://www.platanengrundschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Viola Hartig;13.3908448331996;52.616720709913
03G36;Elisabeth-Christinen-Grundschule;104;101;92;92;;104;104;104;104;;11;10;1;56;26;30;28;27;1;;;47;44;3;;;103;100;54;45;11;27;-43;-18;12;0;14.936462149;69.061996918;109;s_schulen.03G36;Elisabeth-Christinen-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Niederschönhausen;13156;Lindenberger Str. 12;40058920;40058921;"<a href=""""mailto:info@schuleanderstrauchwiese.de"""">info@schuleanderstrauchwiese.de</a>";"<A HREF=""""http://www.ecg.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Gisela Häussler;13.4193074303845;52.5835959634839
03G37;Klecks-Grundschule;104;104;103;103;;130;108;97;97;;17;17;"";28;19;9;8;7;1;;;25;22;3;;;100;120;27;19;16;6;-11;-13;1;7;14.925206016;69.019673985;336;s_schulen.03G37;Klecks-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13187;Brixener Str. 40;47901920;47901921;"<a href=""""mailto:ganztags@klecks-grundschule.de"""">ganztags@klecks-grundschule.de</a>";"<A HREF=""""http://www.klecks-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Doris Wölfer;13.4069243525938;52.5601017670672
03G38;Grundschule im Blumenviertel;90;90;93;93;;58;47;17;17;;45;31;14;30;1;29;47;33;14;;;9;7;2;;;100;123;33;16;50;81;17;66;-3;73;14.981203994;68.972408263;221;s_schulen.03G38;Grundschule im Blumenviertel;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Prenzlauer Berg;10407;Syringenplatz 30;42850870;42850872;"<a href=""""mailto:Grundschule_im_Blumenviertel@t-online.de"""">Grundschule_im_Blumenviertel@t-online.de</a>";"<A HREF=""""http://www.grundschule-im-blumenviertel.de"""" TARGET=""""Schulen"""">zur Website</a>";Monika Helbig;13.4587520172774;52.535118345665
03G39;Wolkenstein-Grundschule;104;103;92;92;;104;86;77;77;;15;12;3;36;21;15;3;2;1;;;30;26;4;;;101;121;35;29;14;3;-20;-26;12;27;14.939419098;69.029495935;234;s_schulen.03G39;Grundschule Wolkenstein;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13189;Neumannstr. 65;47901890;47901891;"<a href=""""mailto:sekretariat@grundschule-wolkenstein.de"""">sekretariat@grundschule-wolkenstein.de</a>";"<A HREF=""""http://www.grundschule-wolkenstein.de"""" TARGET=""""Schulen"""">zur Website</a>";Annegret Koschak;13.4206046062277;52.5638891297481
03G40;Grundschule im Birkenhof;100;100;90;90;;85;72;70;70;;17;16;1;34;24;10;6;6;;;;29;25;4;;;100;118;34;34;17;7;-17;-27;10;30;14.943577563;69.108131779;515;s_schulen.03G40;Schule am Birkenhof;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Französisch Buchholz;13127;Arnouxstr. 18;474029100;47411448;"<a href=""""mailto:sekretariat@schule-birkenhof.de"""">sekretariat@schule-birkenhof.de</a>";"<A HREF=""""http://www.schule-birkenhof.de"""" TARGET=""""Schulen"""">zur Website</a>";Antje Abraham;13.4235178623471;52.6087946249198
03G41;Trelleborg-Grundschule;130;133;127;127;;130;118;117;117;;17;15;2;34;24;10;9;8;1;;;48;40;8;;;98;110;26;37;13;7;-13;-30;3;13;14.941366942;69.012947236;602;s_schulen.03G41;Trelleborg-Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13189;Eschengraben 40;479018611;479018618;"<a href=""""mailto:trelleborg-schule@t-online.de"""">trelleborg-schule@t-online.de</a>";"<A HREF=""""http://www.trelleborg-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Sabine Junge;13.4221694211202;52.5571797398217
03G43;Grundschule Wilhelmsruh;104;98;102;102;;104;104;86;86;;29;8;21;14;11;3;30;5;25;;;18;8;10;;;106;100;13;17;28;29;14;12;2;18;14.877220772;69.075653415;233;s_schulen.03G43;Grundschule Wilhelmsruh;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Wilhelmsruh;13158;Lessingstr. 44;91645320;91645328;"<a href=""""mailto:sekretariat@grundschule43pankow.cidsnet.de"""">sekretariat@grundschule43pankow.cidsnet.de</a>";"<A HREF=""""http://www.grundschule43pankow.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Holger Grenz;13.3655246684706;52.5908288482061
03G44;Georg-Zacharias-Grundschule;52;54;53;53;;52;48;39;39;;29;14;15;10;4;6;24;14;10;;;6;6;;;;96;108;19;12;56;46;37;35;-1;13;15.000443729;69.005159771;690;s_schulen.03G44;44. Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Weißensee;13088;Sulzfelder Str. 15;92690892;9252784;"<a href=""""mailto:44.Grundschule-Pankow@web.de"""">44.Grundschule-Pankow@web.de</a>";"<A HREF=""""http://44gspankow.be.schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Renate Bath;13.476478832965;52.5530778945926
03G45;Grundschule im Hofgarten;78;78;74;74;;78;74;45;45;;31;28;3;24;12;12;37;30;7;;;18;10;8;;;100;105;31;23;40;47;9;24;4;33;14.939099436;68.982811149;691;s_schulen.03G45;45. Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Prenzlauer Berg;10435;Danziger Str. 50;40301657;40301667;"<a href=""""mailto:gs-danziger-strasse@t-online.de"""">gs-danziger-strasse@t-online.de</a>";"";Uwe Maune;13.4184487239007;52.5398896750568
03G46;Grundschule im Eliashof;78;78;78;78;;78;76;46;46;;46;45;1;20;11;9;45;44;1;;;12;7;5;;;100;103;26;15;59;58;33;42;0;32;14.942077683;68.984995707;222;s_schulen.03G46;Grundschule im Eliashof;Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Prenzlauer Berg;10437;Senefelderstr. 6;40504800;40301889;"<a href=""""mailto:gs-im-eliashof@t-online.de"""">gs-im-eliashof@t-online.de</a>";"<A HREF=""""http://grundschule-im-eliashof.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";komm.Eva Behm;13.4208554930743;52.5396021414086
03G47;Grundschule an der Strauchwiese;53;53;53;53;;45;43;33;33;;28;25;3;11;6;5;13;12;1;;;11;11;;;;100;105;21;24;53;29;32;4;0;20;14.936537452;69.053654745;693;s_schulen.03G47;47. Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Pankow;Pankow;13187;Mendelstr. 54;47607930;47607931;"<a href=""""mailto:info@schuleanderstrauchwiese.de"""">info@schuleanderstrauchwiese.de</a>";"";Anke Mauersberger;13.4169339661456;52.5767384026568
03G48;48. Grundschule;;;;;;54;46;35;35;;;;3;;;;15;8;7;;;41;16;25;;;;117;;76;;28;;-48;;;;;;;;;;;;;;;;;;;;;;;13.3733655252088;52.5390755109435
03K07;Telsa-Gemeinschaftsschule;52;49;52;52;;78;68;45;45;;45;35;10;;;;26;16;10;;;25;20;5;;;106;115;;32;87;33;;1;0;7;14.968195795;68.963563983;592;s_schulen.03K07;Tesla-Schule (Gemeinschaftsschule);Integrierte Sekundarschule;Bezirk;Integrierte Sekundarschule;"";"";"";Pankow;Prenzlauer Berg;10407;Rudi-Arndt-Str. 18;4212230;4235995;"<a href=""""mailto:sekretariat@tesla-schule.de"""">sekretariat@tesla-schule.de</a>";"<A HREF=""""http://www.tesla-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Heiko Kammigan;13.4474278749831;52.5284054731496
03K11;Wilhelm-v-Humboldt-Gemeinschaftsschule;72;72;76;76;;73;73;26;26;;;;;;;;;;;;;;;;;;100;100;;;;;;;-4;46;14.942792145;68.999323703;633;s_schulen.03K11;Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule);Integrierte Sekundarschule;Bezirk;Integrierte Sekundarschule;Grundschule;"";"";Pankow;Prenzlauer Berg;10439;Gudvanger Str. 16;411983970;411983979;"<a href=""""mailto:sekretariat@wvh-gemeinschaftsschule.de"""">sekretariat@wvh-gemeinschaftsschule.de</a>";"<A HREF=""""http://wvh-gemeinschaftsschule.de/"""" TARGET=""""Schulen"""">zur Website</a>";Gabriela Anders-Neufang;13.4233633857321;52.5489129273946
04G01;Eichendorff-Grundschule;75;;120;84;;100;139;114;114;;28;27;1;50;29;21;24;20;4;;24;52;40;12;25;27;;72;67;52;37;24;-29;-28;-45;-39;14.819758108;68.927040667;107;s_schulen.04G01;Eichendorff-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10625;Goethestr. 19;437272270;4372722720;"<a href=""""mailto:eichendorff-gs-leitung.berlin@t-online.de"""">eichendorff-gs-leitung.berlin@t-online.de</a>";"<A HREF=""""http://www.eichendorff-grundschule.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Petra Orth;13.3116666298252;52.5105197543672
04G02;Lietzensee-Grundschule;75;;88;58;;75;97;46;46;;19;17;2;52;41;11;19;18;1;18;;52;47;5;28;24;;77;69;69;25;25;-44;-44;-13;29;14.79963515;68.927537224;363;s_schulen.04G02;Lietzensee-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;14057;Witzlebenstr. 34;30830630;308306363;"<a href=""""mailto:LietzenseeGS-Buero@t-online.de"""">LietzenseeGS-Buero@t-online.de</a>";"<A HREF=""""http://www.Lietzensee.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Gabriele Netzband;13.2937588191819;52.5104305663142
04G04;Joan-Miró-Grundschule;50;;96;61;;50;103;40;40;;6;4;2;52;33;19;10;8;2;10;;63;55;8;33;30;;49;104;126;12;20;-92;-106;-46;10;14.827721687;68.916924471;311;s_schulen.04G04;Joan-Mir¢-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10623;Bleibtreustr. 43;902928100;902928118;"<a href=""""mailto:mail@joan-miro-grundschule.de"""">mail@joan-miro-grundschule.de</a>";"<A HREF=""""http://www.joan-miro-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Wolf-Dieter Wagner;13.321132492296;52.5032719446707
04G04;Joan-Miró-Grundschule - (SESB);78;119;;78;41;;;;;;;;;;;;;;;;;;;;;;66;;;;;;;;;;14.827721687;68.916924471;311;s_schulen.04G04;Joan-Mir¢-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10623;Bleibtreustr. 43;902928100;902928118;"<a href=""""mailto:mail@joan-miro-grundschule.de"""">mail@joan-miro-grundschule.de</a>";"<A HREF=""""http://www.joan-miro-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Wolf-Dieter Wagner;13.3208494104934;52.5034908703721
04G05;Dietrich-Bonhoeffer-Grundschule;50;;88;53;;75;84;60;60;;22;14;18;49;29;20;17;5;12;5;7;42;39;3;28;14;;89;98;56;44;23;-54;-33;-38;-10;14.762105691;68.94921076;98;s_schulen.04G05;Dietrich-Bonhoeffer-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Westend;14050;Spandauer Damm 205-215;303284510;3032845129;"<a href=""""mailto:dibog.sek@t-online.de"""">dibog.sek@t-online.de</a>";"<A HREF=""""http://www.dietrichbonhoeffergrundschule.cids"""" TARGET=""""Schulen"""">zur Website</a>";Christel Hirschmann-Flegel;13.2597379286226;52.522480774806
04G06;Wald-Grundschule;78;;67;78;65;78;78;41;41;;91;83;8;19;10;9;85;74;11;20;65;18;17;1;16;2;;100;24;23;117;109;92;86;11;37;14.759378435;68.915020046;618;s_schulen.04G06;Wald-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Westend;14055;Waldschulallee 83-93;902926900;902926917;"<a href=""""mailto:wagru@t-online.de"""">wagru@t-online.de</a>";"<A HREF=""""http://wald-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Georg-Andreas Wolter;13.2582526578838;52.5042479454503
04G07;Ludwig-Cauer-Grundschule;75;;93;78;;100;111;81;81;;14;9;5;40;13;27;19;15;4;19;;49;32;17;35;14;;90;53;49;19;19;-35;-30;-18;-6;14.823343743;68.939665584;373;s_schulen.04G07;Ludwig-Cauer-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10587;Cauerstr. 36-38;902925700;902925707;"<a href=""""mailto:cauerschule@t-online.de"""">cauerschule@t-online.de</a>";"<A HREF=""""http://www.lcs.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Manfred Streich;13.3141899782305;52.5139268668009
04G08;Mierendorff-Grundschule;75;;103;90;;100;124;85;85;;8;6;2;61;36;25;11;5;6;11;;64;46;18;30;34;;81;81;64;11;11;-71;-53;-28;-10;14.808831926;68.95310742;407;s_schulen.04G08;Mierendorff-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10589;Mierendorffstr. 20-24;902927508;902927550;"<a href=""""mailto:schulleitung@mierendorff-grundschule.de"""">schulleitung@mierendorff-grundschule.de</a>";"<A HREF=""""http://www.mierendorff-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Hans-Ulrich Neuhof;13.3043519230216;52.5229308155901
04G09;Erwin-von-Witzleben-Grundschule;75;;82;75;7;100;101;75;75;;7;7;"";10;3;7;22;13;9;18;4;19;11;8;8;11;;99;13;19;9;22;-4;3;-7;0;14.791323123;68.982658554;126;s_schulen.04G09;Erwin-von-Witzleben-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg-Nord;13627;Halemweg 34;902925380;902925336;"<a href=""""mailto:erwin-von-witzleben-gs@t-online.de"""">erwin-von-witzleben-gs@t-online.de</a>";"<A HREF=""""http://www.unser-erwin.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Uwe Dornbusch;13.2878684816167;52.5402663571872
04G10;Helmuth-James-v-Moltke-Grundschule;100;;103;87;;75;107;85;78;7;;;;;;;;;;;;;;;;;;70;;;;;;;-3;15;;;;;;;;;;;;;;;;;;;;;13.3014813913945;52.5393084781931
04G12;Schinkel-Grundschule;125;;205;130;31;125;164;127;127;;30;26;4;118;78;40;36;33;3;;36;99;82;17;47;52;;76;94;79;24;29;-70;-50;-80;-2;14.803906675;68.94263051;507;s_schulen.04G12;Schinkel-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;10585;Nithackstr. 8;902924001;902924040;"<a href=""""mailto:esgbuero@t-online.de"""">esgbuero@t-online.de</a>";"<A HREF=""""http://www.esg.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Elisabeth Schultz;13.296869896579;52.516921097554
04G13;Nehring-Grundschule;100;;121;100;11;100;138;97;97;;18;18;"";52;39;13;33;32;1;11;22;58;49;9;38;20;;72;52;58;18;33;-34;-25;-21;3;14.796808301;68.936949752;420;s_schulen.04G13;Nehring-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Charlottenburg;14059;Nehringstr. 9-10;902924300;902924343;"<a href=""""mailto:info@nehring-grundschule.de"""">info@nehring-grundschule.de</a>";"<A HREF=""""http://www.nehring-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Werner Axmann;13.2937530029961;52.5133893925305
04G14;Reinhold-Otto-Grundschule;100;;144;100;;100;148;103;103;;10;6;4;73;56;17;8;8;;8;;61;57;4;30;31;;68;73;61;10;8;-63;-53;-44;-3;14.770312412;68.934619237;473;s_schulen.04G14;Reinhold-Otto-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Westend;14050;Leistikowstr. 7-8;902928031;902928036;"<a href=""""mailto:Reinhold-Otto-GS@t-online.de"""">Reinhold-Otto-GS@t-online.de</a>";"<A HREF=""""http://www.reinhold-otto.de"""" TARGET=""""Schulen"""">zur Website</a>";Joachim Syska;13.2687244986502;52.5142816616614
04G15;Charles-Dickens-Grundschule;25;;39;28;;24;53;43;24;19;7;5;2;14;10;4;15;5;10;;15;18;15;3;10;8;;45;56;75;28;62;-28;-12;-14;-18;14.735974913;68.926713928;81;s_schulen.04G15;Charles-Dickens-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Westend;14055;Dickensweg 15;30328680;303286819;"<a href=""""mailto:verwaltung@charles-dickens-gs.de"""">verwaltung@charles-dickens-gs.de</a>";"<A HREF=""""http://www.charles-dickens-gs.de"""" TARGET=""""Schulen"""">zur Website</a>";Frank Effenberger;13.237832984719;52.5075253770374
04G15;Charles-Dickens-Grundschule - (SESB);48;151;;48;11;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;14.735974913;68.926713928;81;s_schulen.04G15;Charles-Dickens-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Charlottenburg-Wilmersdorf;Westend;14055;Dickensweg 15;30328680;303286819;"<a href=""""mailto:verwaltung@charles-dickens-gs.de"""">verwaltung@charles-dickens-gs.de</a>";"<A HREF=""""http://www.charles-dickens-gs.de"""" TARGET=""""Schulen"""">zur Website</a>";Frank Effenberger;13.2384136568537;52.5090666972793
