X,Y,FID,GmlID,SCHULNAME,SCHULART,TRAEGER,ZWEIG_01,ZWEIG_02,ZWEIG_03,ZWEIG_04,BEZIRK,ORTSTEIL,F_PLZ,ADRESSE,TELEFON,F_FAX,F_EMAIL,INTERNET,LEITUNG
1489764.9865,6893441.6868,177,s_schulen.01G08,Grundschule am Brandenburger Tor,Grundschule,Bezirk,Grundschule,,,,Mitte,Mitte,10117,Wilhelmstr. 52,20629430,20629440,"<a href=""mailto:GS_am_Brandenburger_Tor.cids@t-online.de"">GS_am_Brandenburger_Tor.cids@t-online.de</a>","<A HREF=""http://www.Grundschule-am-Brandenburger-Tor.d"" TARGET=""Schulen"">zur Website</a>",Axel Köller
1464177.713,6897603.447,178,s_schulen.05G23,Grundschule am Brandwerder,Grundschule,Bezirk,Grundschule,,,,Spandau,Staaken,13591,Spandauer Str. 86,36709520,367095210,"<a href=""mailto:gehrmann@grundschule-am-brandwerder.de"">gehrmann@grundschule-am-brandwerder.de</a>","<A HREF=""http://www.grundschule-am-brandwerder.de"" TARGET=""Schulen"">zur Website</a>",Thomas Hantschick
1510034.3035,6900316.5833,179,s_schulen.10G09,Grundschule am Bürgerpark,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12679,Jan-Petersen-Str. 18B,9309864,93663960,"<a href=""mailto:buergerpark-grundschule.cids@t-online.de"">buergerpark-grundschule.cids@t-online.de</a>","<A HREF=""http://www.gs-am-buergerpark.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Ute Ebel
1474267.0074,6876864.6273,180,s_schulen.06G10,Grundschule am Buschgraben,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Zehlendorf,14165,Ludwigsfelder Str. 43-47,8025018,8021653,"<a href=""mailto:kontakt@grundschuleambuschgraben.de"">kontakt@grundschuleambuschgraben.de</a>","<A HREF=""http://www.grundschuleambuschgraben.de"" TARGET=""Schulen"">zur Website</a>",Barbara Philipp-Wald
1492595.1686,6874964.5945,181,s_schulen.07G36,Grundschule am Dielingsgrund,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Lichtenrade,12305,Dielingsgrund 35,902778222,902778252,"<a href=""mailto:GrundschuleamDielingsgrund@t-online.de"">GrundschuleamDielingsgrund@t-online.de</a>","<A HREF=""http://www.Grundschule-am-Dielingsgrund.de"" TARGET=""Schulen"">zur Website</a>",Heidemarie Marx
1469315.1023,6901723.2648,182,s_schulen.05G02,Grundschule am Eichenwald,Grundschule,Bezirk,Grundschule,,,,Spandau,Hakenfelde,13587,Gaismannshofer Weg 2,36758110,367581110,"<a href=""mailto:Grundschule_am_Eichenwald@t-online.de"">Grundschule_am_Eichenwald@t-online.de</a>","<A HREF=""http://www.eichenwaldgrundschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Sabine Dargel
1482879.4465,6912140.3911,183,s_schulen.12G21,Grundschule am Fließtal,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Hermsdorf,13467,Seebadstr. 42-43,4045827,4044065,"<a href=""mailto:buero@gsfliesstal.de"">buero@gsfliesstal.de</a>","<A HREF=""http://www.fliesstal.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Brigitte Knobloch
1509042.2176,6889293.2099,184,s_schulen.10G16,Grundschule am Fuchsberg,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Biesdorf,12683,Dankratweg 19,5142954,51068776,"<a href=""mailto:Grundschule_am_Fuchsberg.cids@t-online.de"">Grundschule_am_Fuchsberg.cids@t-online.de</a>","<A HREF=""http://www.g-am-fuchsberg.cidsnet.de/"" TARGET=""Schulen"">zur Website</a>",Birgit Feig
1502400.7004,6912089.3655,185,s_schulen.03G10,Grundschule am Hohen Feld,Grundschule,Bezirk,Grundschule,,,,Pankow,Karow,13125,Bedeweg 1,948006220,948006233,"<a href=""mailto:sekretariat@schule-amhohenfeld.de"">sekretariat@schule-amhohenfeld.de</a>","<A HREF=""http://www.schule-amhohenfeld.de"" TARGET=""Schulen"">zur Website</a>",Marian Imke
1513398.401,6895771.6067,186,s_schulen.10G28,Grundschule am Hollerbusch,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Hellersdorf,12619,Erich-Kästner-Str. 64,5615085,55159433,"<a href=""mailto:28g@arcor.de"">28g@arcor.de</a>","<A HREF=""http://www.hollerbusch.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Karin Ronneberger
1486074.1357,6882233.1621,187,s_schulen.06G17,Grundschule am Insulaner,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Steglitz,12169,Hanstedter Weg 11-15,79742860,797428638,"<a href=""mailto:GSaInsulaner.cids@t-online.de"">GSaInsulaner.cids@t-online.de</a>","<A HREF=""http://www.grundschule-am-insulaner.de"" TARGET=""Schulen"">zur Website</a>",Helga Nolte
1484206.5849,6875952.9981,188,s_schulen.06G29,Grundschule am Karpfenteich,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12209,Hildburghauser Str. 135,72006990,72006999,"<a href=""mailto:info@grundschule-am-karpfenteich.de"">info@grundschule-am-karpfenteich.de</a>","<A HREF=""http://www.grundschule-am-karpfenteich.de"" TARGET=""Schulen"">zur Website</a>",Heike Sollmer
1493336.3419,6897950.9933,189,s_schulen.03G03,Grundschule am Kollwitzplatz,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10435,Knaackstr. 67,44377100,44377108,"<a href=""mailto:gsak.seki@gmx.net"">gsak.seki@gmx.net</a>","<A HREF=""http://www.gs-am-Kollwitzplatz.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Janett Hartig
1485818.2831,6876991.6785,190,s_schulen.06G27,Grundschule am Königsgraben,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lankwitz,12249,Gallwitzallee 136-144,77206590,77206599,"<a href=""mailto:koenigsgraben@t-online.de"">koenigsgraben@t-online.de</a>","<A HREF=""http://www.koenigsgraben.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Evelyn Lehmisch-Rambo
1495125.9361,6898615.1199,191,s_schulen.03G08,Grundschule am Planetarium,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10405,Ella-Kay-Str. 47,4250874,42081125,"<a href=""mailto:info@gsap.de"">info@gsap.de</a>","<A HREF=""http://www.gsap.de"" TARGET=""Schulen"">zur Website</a>",Günter Urban
1462583.0851,6882892.9865,192,s_schulen.05G19,Grundschule am Ritterfeld,Grundschule,Bezirk,Grundschule,,,,Spandau,Kladow,14089,Schallweg 31,36500100,365001021,"<a href=""mailto:ritterfeldgrundschule@web.de"">ritterfeldgrundschule@web.de</a>","<A HREF=""http://www.grundschuleamritterfeld.de"" TARGET=""Schulen"">zur Website</a>",Christine Sperlich
1500830.1429,6896330.5911,193,s_schulen.11G02,Grundschule am Roederplatz,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Fennpfuhl,10367,Bernhard-Bästlein-Str. 22,9721419,97609379,"<a href=""mailto:sekretariat-gs-am-roederplatz@t-online.de"">sekretariat-gs-am-roederplatz@t-online.de</a>","<A HREF=""http://www.gs-am-roederplatz.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Ute Daunke
1472223.8431,6877458.5259,194,s_schulen.06G11,Grundschule Am Rohrgarten (Gemeinschaftsschule),Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Nikolassee,14163,Am Rohrgarten 9,80909984,80909027,"<a href=""mailto:kontakt@grundschule-amrohrgarten.de"">kontakt@grundschule-amrohrgarten.de</a>","<A HREF=""http://www.grundschule-amrohrgarten.de"" TARGET=""Schulen"">zur Website</a>",Astrid Lewin
1482033.2138,6885770.7818,195,s_schulen.04G19,Grundschule am Rüdesheimer Platz,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Wilmersdorf,14197,Rüdesheimer Str. 24-30,902917010,902917033,"<a href=""mailto:sekretariat-garp@t-online.de"">sekretariat-garp@t-online.de</a>","<A HREF=""http://www.garp-schule.de"" TARGET=""Schulen"">zur Website</a>",Thomas Wollschläger
1501851.5093,6916179.1723,196,s_schulen.03G29,Grundschule Am Sandhaus,Grundschule,Bezirk,Grundschule,,,,Pankow,Buch,13125,Wiltbergstr. 37-39,9490046,9490036,"<a href=""mailto:sandhaus.cids@t-online.de"">sandhaus.cids@t-online.de</a>","<A HREF=""http://www.sandhaus-schule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Andreas W. Grimm
1486719.2284,6902501.533,197,s_schulen.12G02,Grundschule am Schäfersee,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Reinickendorf,13407,Baseler Str. 2-6,4567474,4565038,"<a href=""mailto:sekretariat@schaefersee-grundschule.de"">sekretariat@schaefersee-grundschule.de</a>","<A HREF=""http://www.schaefersee-grundschule.de"" TARGET=""Schulen"">zur Website</a>",komm. Thilo Meinert
1514853.5718,6896357.4916,198,s_schulen.10G25,Grundschule am Schleipfuhl,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Hellersdorf,12627,Nossener Str. 85,9917101,99278631,"<a href=""mailto:Schulleitungsbereich@web.de"">Schulleitungsbereich@web.de</a>","<A HREF=""http://www.Grundschule-am-Schleipfuhl.de"" TARGET=""Schulen"">zur Website</a>",Martina Roth
1472419.2121,6905042.1238,199,s_schulen.12G18,Grundschule am Tegelschen Ort,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Tegel,13505,Gerlindeweg 011-23,4311786,4310058,"<a href=""mailto:grundschule-tegelort@t-online.de"">grundschule-tegelort@t-online.de</a>","<A HREF=""http://www.grundschule-tegelort.de"" TARGET=""Schulen"">zur Website</a>",Gisela Gappa
1493909.9436,6898281.1149,200,s_schulen.03G16,Grundschule am Teutoburger Platz,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10435,Danziger Str. 50,44358050,44358051,"<a href=""mailto:GrundschuleamTP.cids@t-online.de"">GrundschuleamTP.cids@t-online.de</a>","<A HREF=""http://www.gatp.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Günter Marzineck
1499698.7476,6893150.6173,201,s_schulen.02G08,Grundschule am Traveplatz,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10247,Jessnerstr. 24-32,48488000,484880030,"<a href=""mailto:info@grundschule-am-traveplatz.de"">info@grundschule-am-traveplatz.de</a>","<A HREF=""http://www.grundschule-am-traveplatz.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Thiele-Horst
1484889.1769,6912709.7094,202,s_schulen.12G20,Grundschule am Vierrutenberg,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Lübars,13469,Am Vierrutenberg 59-65,4026518,4029167,"<a href=""mailto:vierrutenbergschule@t-online.de"">vierrutenbergschule@t-online.de</a>","<A HREF=""http://www.be.schule.de/schulen/vierrutenberg"" TARGET=""Schulen"">zur Website</a>",Heike Böttcher
1503495.8134,6903589.2908,203,s_schulen.11G25,Grundschule am Wäldchen,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Neu-Hohenschönhausen,13051,Wustrower Str. 28,92403080,924030837,"<a href=""mailto:Grundschule-am-Waeldchen@t-online.de"">Grundschule-am-Waeldchen@t-online.de</a>","<A HREF=""http://www.schule-am-waeldchen.de"" TARGET=""Schulen"">zur Website</a>",Regina Wiese
1495779.5716,6903006.8227,204,s_schulen.03G22,Grundschule am Wasserturm,Grundschule,Bezirk,Grundschule,,,,Pankow,Heinersdorf,13089,Berliner Str. 66,4720176,47033360,"<a href=""mailto:gsamwasserturm@freenet.de"">gsamwasserturm@freenet.de</a>","<A HREF=""http://www.gsamwasserturm.de"" TARGET=""Schulen"">zur Website</a>",Marina Vogel
1465466.8598,6901343.1785,205,s_schulen.05G25,Grundschule am Wasserwerk,Grundschule,Bezirk,Grundschule,,,,Spandau,Falkenhagener Feld,13589,Pionierstr. 197,3083246,30832470,"<a href=""mailto:schuastawa@t-online.de"">schuastawa@t-online.de</a>","<A HREF=""http://www.grundschule-am-wasserwerk.cidsnet."" TARGET=""Schulen"">zur Website</a>",Gertrud Klein
1466557.4002,6892534.4401,206,s_schulen.05G12,Grundschule am Weinmeisterhorn,Grundschule,Bezirk,Grundschule,,,,Spandau,Wilhelmstadt,13593,Daberkowstr. 27,36208520,362085210,"<a href=""mailto:GSamWeinmeisterhorn@t-online.de"">GSamWeinmeisterhorn@t-online.de</a>","<A HREF=""http://www.gsamweinmeisterhorn.schule-berlin."" TARGET=""Schulen"">zur Website</a>",Peter Makowski
1498098.9336,6901232.7779,207,s_schulen.03G17,Grundschule am Weißen See,Grundschule,Bezirk,Grundschule,,,,Pankow,Weißensee,13086,Amalienstr. 6,9269462,34353387,"<a href=""mailto:Schule.am.Weissen.See.cids@t-online.de"">Schule.am.Weissen.See.cids@t-online.de</a>","<A HREF=""http://www.gsaws.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Roswitha Reimann
1500977.9453,6897816.2218,208,s_schulen.11G18,Grundschule am Wilhelmsberg,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Alt-Hohenschönhausen,13055,Sandinostr. 8,9711566,97605323,"<a href=""mailto:Wilhelmsberg@t-online.de"">Wilhelmsberg@t-online.de</a>","<A HREF=""http://www.wilhelmsberg.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Elke Greiner
1466562.5023,6888360.2712,209,s_schulen.05G24,Grundschule am Windmühlenberg,Grundschule,Bezirk,Grundschule,,,,Spandau,Gatow,14089,Am Kinderdorf 23-37,36208550,362085526,"<a href=""mailto:sekretariat@schuleamwindmuehlenberg.de"">sekretariat@schuleamwindmuehlenberg.de</a>","<A HREF=""http://www.SchuleAmWindmuehlenberg.de"" TARGET=""Schulen"">zur Website</a>",Maria Baring
1491114.6933,6905609.6321,210,s_schulen.03G32,Grundschule an den Buchen,Grundschule,Bezirk,Grundschule,,,,Pankow,Niederschönhausen,13156,Wilhelm-Wolff-Str. 19,91699460,91699461,"<a href=""mailto:gsbuchen@gmx.de"">gsbuchen@gmx.de</a>","<A HREF=""http://www.gs-buchen.de"" TARGET=""Schulen"">zur Website</a>",Sabine Pohlenz
1482662.2578,6881531.7186,211,s_schulen.06G31,Grundschule an der Bäke,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12203,Haydnstr. 15,84416430,84416459,"<a href=""mailto:info@baeke.net"">info@baeke.net</a>","<A HREF=""http://www.baeke.net"" TARGET=""Schulen"">zur Website</a>",Jens Haase
1508624.2477,6897953.9316,212,s_schulen.10G12,Grundschule an der Geißenweide,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12685,Amanlisweg 40,5429057,54986513,"<a href=""mailto:grundschule.geissenweide.cids@t-online.de"">grundschule.geissenweide.cids@t-online.de</a>","<A HREF=""http://www.geissenweide.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Monika Rudolph
1494540.9305,6897638.9989,213,s_schulen.03G04,Grundschule an der Marie,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10405,Christburger Str. 7,40301298,24627804,"<a href=""mailto:GS.5.PB@t-online.de"">GS.5.PB@t-online.de</a>","<A HREF=""http://www.schule-an-der-Marie.de"" TARGET=""Schulen"">zur Website</a>",Jürgen Stolze
1510142.5046,6898303.8795,214,s_schulen.10G11,Grundschule an der Mühle,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12685,Kienbergstr. 59,5416028,5415108,"<a href=""mailto:email@grundschule-muehle.de"">email@grundschule-muehle.de</a>",,Roswitha Regensburg
1485890.1403,6907896.8497,215,s_schulen.12G09,Grundschule an der Peckwisch,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Märkisches Viertel,13439,Tornower Weg 26-34,41508006,4165114,"<a href=""mailto:sekretariat@peckwisch.de"">sekretariat@peckwisch.de</a>","<A HREF=""http://www.peckwisch.de"" TARGET=""Schulen"">zur Website</a>",Bernd Hauer
1472400.8551,6899097.8023,216,s_schulen.05G28,Grundschule an der Pulvermühle,Grundschule,Bezirk,Grundschule,,,,Spandau,Haselhorst,13599,Grützmacherweg 7,33776567,33776573,"<a href=""mailto:gs-an-der-pulvermuehle@web.de"">gs-an-der-pulvermuehle@web.de</a>","<A HREF=""http://www.gs-pulvermuehle.de"" TARGET=""Schulen"">zur Website</a>",Karin Bodensiek
1511806.8325,6894916.4371,217,s_schulen.10G29,Grundschule an der Wuhle,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Hellersdorf,12619,Teterower Ring 79,5612127,56297918,"<a href=""mailto:grundschulea.d.wuhle@gmx.de"">grundschulea.d.wuhle@gmx.de</a>","<A HREF=""http://www.grundschuleanderwuhle.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Hannelore Neumann
1502171.9398,6894156.4771,218,s_schulen.11G05,Grundschule auf dem lichten Berg,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Lichtenberg,10365,Atzpodienstr. 19,5558219,55496960,"<a href=""mailto:atzpodien-19@versanet.de"">atzpodien-19@versanet.de</a>","<A HREF=""http://www.gs-lichtenberg-berlin.de"" TARGET=""Schulen"">zur Website</a>",Beate Natusch
1489678.8264,6887547.9205,219,s_schulen.07G21,Grundschule auf dem Tempelhofer Feld,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Tempelhof,12101,Schulenburgring 7-11,902772664,902772602,"<a href=""mailto:tempelhofer_feld@schulen-tempelhof-schoeneberg."">tempelhofer_feld@schulen-tempelhof-schoeneberg.</a>","<A HREF=""http://www.GS-TempelhoferFeld.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Olaf Garbe
1464619.2318,6899947.3395,220,s_schulen.05G18,Grundschule im Beerwinkel,Grundschule,Bezirk,Grundschule,,,,Spandau,Falkenhagener Feld,13589,Im Spektefeld 31,308322660,3738436,"<a href=""mailto:g.schreier@beerwinkel.de"">g.schreier@beerwinkel.de</a>","<A HREF=""http://www.beerwinkel.de"" TARGET=""Schulen"">zur Website</a>",Gudrun Schreier
1498120.3994,6897240.8263,221,s_schulen.03G38,Grundschule im Blumenviertel,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10407,Syringenplatz 30,42850870,42850872,"<a href=""mailto:Grundschule_im_Blumenviertel@t-online.de"">Grundschule_im_Blumenviertel@t-online.de</a>","<A HREF=""http://www.grundschule-im-blumenviertel.de"" TARGET=""Schulen"">zur Website</a>",Monika Helbig
1494207.7683,6898499.5707,222,s_schulen.03G46,Grundschule im Eliashof,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10437,Senefelderstr. 6,40504800,40301889,"<a href=""mailto:gs-im-eliashof@t-online.de"">gs-im-eliashof@t-online.de</a>","<A HREF=""http://grundschule-im-eliashof.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",komm.Eva Behm
1500925.4497,6895170.9232,223,s_schulen.11G03,Grundschule im Gutspark,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Lichtenberg,10367,Josef-Orlopp-Str. 20,5588170,5578184,"<a href=""mailto:gs-im-gutspark@t-online.de"">gs-im-gutspark@t-online.de</a>","<A HREF=""http://www.grundschule-im-gutspark.de"" TARGET=""Schulen"">zur Website</a>",Astrid Blasz
1492883.2967,6907598.1372,224,s_schulen.03G28,Grundschule im Hasengrund,Grundschule,Bezirk,Grundschule,,,,Pankow,Niederschönhausen,13156,Charlottenstr. 19,47402940,47402941,"<a href=""mailto:grundschule.im.hasengrund@t-online.de"">grundschule.im.hasengrund@t-online.de</a>","<A HREF=""http://www.berliner-hasengrundschule.de"" TARGET=""Schulen"">zur Website</a>",Markus Stang
1500246.1669,6901895.3802,225,s_schulen.03G20,Grundschule im Moselviertel,Grundschule,Bezirk,Grundschule,,,,Pankow,Weißensee,13088,Brodenbacher Weg 31,9250976,92375652,"<a href=""mailto:grundschule-im-moselviertel@gmx.de"">grundschule-im-moselviertel@gmx.de</a>","<A HREF=""http://www.moselschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Frank Neumann
1501282.3408,6913167.6493,226,s_schulen.03G24,Grundschule im Panketal,Grundschule,Bezirk,Grundschule,,,,Pankow,Karow,13125,Achillesstr. 31,94794920,9479492231,"<a href=""mailto:Grundschule-im-Panketal.cids@t-online.de"">Grundschule-im-Panketal.cids@t-online.de</a>","<A HREF=""http://www.grundschuleimpanketal.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Klaus-Dieter Fritzenwanker
1493849.7475,6872857.9965,227,s_schulen.07G26,Grundschule im Taunusviertel,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Lichtenrade,12309,Wiesbadener Str. 20,902778151,902778152,"<a href=""mailto:gs-im-taunusviertel@gmx.de"">gs-im-taunusviertel@gmx.de</a>","<A HREF=""http://www.grundschule-im-taunusviertel.de"" TARGET=""Schulen"">zur Website</a>",Volker Becker
1484659.6133,6911097.9816,228,s_schulen.12G28,Grundschule in den Rollbergen,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Waidmannslust,13469,Waldshuter Zeile 6,4023059,4029742,"<a href=""mailto:rollberge@web.de"">rollberge@web.de</a>","<A HREF=""http://www.rollberge.de"" TARGET=""Schulen"">zur Website</a>",Harald Liegel
1489517.0743,6896042.2305,229,s_schulen.01G05,Grundschule Neues Tor,Grundschule,Bezirk,Grundschule,,,,Mitte,Mitte,10115,Hannoversche Str. 20,24088330,24088340,"<a href=""mailto:grafenhorst@neues-tor.de"">grafenhorst@neues-tor.de</a>","<A HREF=""http://www.neues-tor.de"" TARGET=""Schulen"">zur Website</a>",Helga Grafenhorst
1507529.3824,6896478.0526,230,s_schulen.10G14,Grundschule unter dem Regenbogen,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12681,Murtzaner Ring 37,54989880,54989880116,"<a href=""mailto:G._unter_dem_Regenbogen@web.de"">G._unter_dem_Regenbogen@web.de</a>","<A HREF=""http://www.grundschule-unterm-regenbogen.de"" TARGET=""Schulen"">zur Website</a>",Christiane Knoppick
1497742.964,6907908.6413,231,s_schulen.03G21,Grundschule unter den Bäumen,Grundschule,Bezirk,Grundschule,,,,Pankow,Blankenburg,13129,Alt-Blankenburg 26,4743325,47487607,"<a href=""mailto:gudbaeumen@t-online.de"">gudbaeumen@t-online.de</a>","<A HREF=""http://www.gudbaeumen.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Bernd Woitinek
1483298.9458,6877460.3854,232,s_schulen.06G24,Grundschule unter den Kastanien,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Lichterfelde,12209,Kastanienstr. 6 -8,93951940,93951941,"<a href=""mailto:info@kastanie.cidsnet.de"">info@kastanie.cidsnet.de</a>","<A HREF=""http://www.gudk.de"" TARGET=""Schulen"">zur Website</a>",Frank Dieckmann
1487722.0772,6907565.3415,233,s_schulen.03G43,Grundschule Wilhelmsruh,Grundschule,Bezirk,Grundschule,,,,Pankow,Wilhelmsruh,13158,Lessingstr. 44,91645320,91645328,"<a href=""mailto:sekretariat@grundschule43pankow.cidsnet.de"">sekretariat@grundschule43pankow.cidsnet.de</a>","<A HREF=""http://www.grundschule43pankow.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Holger Grenz
1493941.9098,6902949.5935,234,s_schulen.03G39,Grundschule Wolkenstein,Grundschule,Bezirk,Grundschule,,,,Pankow,Pankow,13189,Neumannstr. 65,47901890,47901891,"<a href=""mailto:sekretariat@grundschule-wolkenstein.de"">sekretariat@grundschule-wolkenstein.de</a>","<A HREF=""http://www.grundschule-wolkenstein.de"" TARGET=""Schulen"">zur Website</a>",Annegret Koschak
1501077.7799,6904195.8362,235,s_schulen.11K10,Grüner Campus Malchow (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,Grundschule,,,Lichtenberg,Malchow,13051,Malchower Chaussee 2,96248595,96248596,"<a href=""mailto:info@grundschule-im-gruenen.de"">info@grundschule-im-gruenen.de</a>","<A HREF=""http://www.grundschule-im-gruenen.de"" TARGET=""Schulen"">zur Website</a>",Tobias Barthl
1512862.7762,6879715.7887,236,s_schulen.09S02,Grüne-Trift-Schule,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Treptow-Köpenick,Köpenick,12557,Grüne Trift 23D,6546083,6544071,"<a href=""mailto:gruene-trift@web.de"">gruene-trift@web.de</a>",,N.N.
1478454.81,6888214.3705,237,s_schulen.04G22,Grunewald-Grundschule,Grundschule,Bezirk,Grundschule,,,,Charlottenburg-Wilmersdorf,Grunewald,14193,Delbrückstr. 20A,89049690,890496919,"<a href=""mailto:verwaltung@grunewald-grundschule.de"">verwaltung@grunewald-grundschule.de</a>","<A HREF=""http://www.grunewald-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Ruth Stephan
1481005.0442,6911911.9224,238,s_schulen.12G22,Gustav-Dreyer-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Hermsdorf,13467,Freiherr-vom-Stein-Str. 31,4050860,40508620,"<a href=""mailto:gustav-dreyer.schulleitung@t-online.de"">gustav-dreyer.schulleitung@t-online.de</a>","<A HREF=""http://www.gustav-dreyer-schule.de"" TARGET=""Schulen"">zur Website</a>",Norbert Vaterrodt
1497086.7463,6898503.4294,239,s_schulen.03K04,Gustave-Eiffel-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,Abend-Hauptschule,Abend-Realschule,,Pankow,Prenzlauer Berg,10409,Hanns-Eisler-Str. 78-80,40043951,41723365,"<a href=""mailto:info@gustave-eiffel-schule.de"">info@gustave-eiffel-schule.de</a>","<A HREF=""http://www.gustave-eiffel-os.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Christiane Zirbel
1490750.6116,6897986.059,240,s_schulen.01G38,Gustav-Falke-Grundschule,Grundschule,Bezirk,Grundschule,,,,Mitte,Gesundbrunnen,13355,Strelitzer Str. 42,467779960,467779974,"<a href=""mailto:gfg@gustav-falke-g.cidsnet.de"">gfg@gustav-falke-g.cidsnet.de</a>","<A HREF=""http://www.gustav-falke-g.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Karin Müller
1487830.5331,6903917.0622,241,s_schulen.12K05,Gustav-Freytag-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Reinickendorf,Reinickendorf,13409,Breitkopfstr. 66-80,4958031,49873287,"<a href=""mailto:freytag-oberschule@t-online.de"">freytag-oberschule@t-online.de</a>","<A HREF=""http://www.gustav-freytag-schule.de/"" TARGET=""Schulen"">zur Website</a>",Wolfgang Puhlmann
1485831.8207,6873945.9725,242,s_schulen.07K03,Gustav-Heinemann-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Marienfelde,12279,Waldsassener Str. 62,902774132,902774133,"<a href=""mailto:Sekretariat@ghoberlin.de"">Sekretariat@ghoberlin.de</a>","<A HREF=""http://www.gho-berlin.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Carsten Hintze
1486155.5652,6888444.9002,243,s_schulen.07K09,Gustav-Langenscheidt-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Schöneberg,10823,Belziger Str. 43-51,902777165,902774340,"<a href=""mailto:info@g-l-s.cidsnet.de"">info@g-l-s.cidsnet.de</a>","<A HREF=""http://www.g-l-s.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Bernd Herzog
